PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2055400648,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.434,0.042
A2055400649,ELECTRICAL WIRING HARNESS,30210,1PV541,2.25,0.405,0.0384
A2055400651,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.446,0.072
A2055400654,ELECTRICAL WIRING HARNESS,10140,1PV541,2.25,0.113,0.00864
A2055400663,ELECTRICAL WIRING HARNESS,88620,1PV541,2.25,1.48,0.08432
A2055400666,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.072,0.00648
A2055400689,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400692,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.072,0.0072
A2055400694,ELECTRICAL WIRING HARNESS,20640,1PV541,2.25,0.222,0.006125
A2055400696,ELECTRICAL WIRING HARNESS,19176,1PV541,2.25,0.415,0.014
A205540069664,ELECTRICAL WIRING HARNESS,19176,1PV541,2.25,0.415,0.01955
A2055400697,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.042,0.00242
A2055400700,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.137,0.01728
A2055400708,ELECTRICAL WIRING HARNESS,24618,1PV541,2.25,0.103,0.0184
A2055400709,ELECTRICAL WIRING HARNESS,76524,1PV541,2.25,0.253,0.02912
A2055400710,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.04,0.00567
A2055400717,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0.247,0.0234
A205540071764,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0.247,0.0234
A2055400719,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.059,0.0512
A2055400720,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.013,0.01568
A2055400725,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.241,0.01015
A2055400727,ELECTRICAL WIRING HARNESS,139098,1PV541,2.25,0,0
A2055400728,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.335,0.025
A2055400729,ELECTRICAL WIRING HARNESS,36846,1PV541,2.25,0.496,0.03332
A2055400731,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.393,0.05054
A2055400736,ELECTRICAL WIRING HARNESS,70044,1PV541,2.25,0.43,0.03608
A2055400741,ELECTRICAL WIRING HARNESS,8940,1PV541,2.25,0.095,0.00585
A2055400742,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.443,0.0468
A2055400746,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.619,0.0462
A2055400747,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.421,0.06188
A2055400749,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.411,0.06336
A2055400751,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.4,0.04368
A2055400762,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0.67,0.0245
A2055400766,ELECTRICAL WIRING HARNESS,8178,1PV541,2.25,0.026,0.00312
A2055400783,ELECTRICAL WIRING HARNESS,33828,1PV541,2.25,0.151,0.01875
A2055400789,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.334,0.027
A2055400792,ELECTRICAL WIRING HARNESS,18642,1PV541,2.25,0.052,0.01104
A2055400796,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.63,0.023085
A2055400800,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.174,0.025
A205540080064,ELECTRICAL WIRING HARNESS,19764,1PV541,2.25,0.174,0.025
A2055400801,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.382,0.08514
A2055400802,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.462,0.04522
A2055400804,ELECTRICAL WIRING HARNESS,139830,1PV541,2.25,0.905,0.09384
A2055400809,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400810,ELECTRICAL WIRING HARNESS,16164,1PV541,2.25,0.057,0.00567
A2055400815,ELECTRICAL WIRING HARNESS,228768,1PV541,2.25,2.144,0.1368
A2055400817,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400819,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.067,0.0338
A2055400820,ELECTRICAL WIRING HARNESS,34086,1PV541,2.25,0.309,0.0312
A2055400825,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.254,0.0132
A2055400827,ELECTRICAL WIRING HARNESS,108630,1PV541,2.25,0.568,0.0936
A2055400828,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.36,0.021
A2055400829,ELECTRICAL WIRING HARNESS,33180,1PV541,2.25,0.498,0.0315
A2055400831,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.415,0.063
A2055400836,ELECTRICAL WIRING HARNESS,40962,1PV541,2.25,0.452,0.048
A2055400841,ELECTRICAL WIRING HARNESS,29574,1PV541,2.25,0.198,0.016
A2055400842,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.372,0.05016
A2055400846,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.51,0.04256
A2055400847,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.375,0.0384
A2055400849,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.432,0.03784
A2055400851,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.419,0.0328
A2055400866,ELECTRICAL WIRING HARNESS,14886,1PV541,2.25,0.084,0.0168
A205540086664,ELECTRICAL WIRING HARNESS,13134,1PV541,2.25,0.084,0.0168
A2055400871,ELECTRICAL WIRING HARNESS,17856,1PV541,2.25,0.024,0.01368
A2055400884,ELECTRICAL WIRING HARNESS,18774,1PV541,2.25,0.083,0.0112
A2055400897,ELECTRICAL WIRING HARNESS,1248,1PV541,2.25,0.073,0.00594
A2055400900,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0,0
A2055400902,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0,0
A2055400904,ELECTRICAL WIRING HARNESS,139830,1PV541,2.25,0.989,0.09384
A205540090428,ELECTRICAL WIRING HARNESS,146388,1PV541,2.25,0.989,0.09384
A2055400908,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0,0
A2055400909,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.423,0.04732
A2055400910,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.069,0.012
A2055400911,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.35,0.0338
A2055400915,ELECTRICAL WIRING HARNESS,228768,1PV541,2.25,2.093,0.17138
A2055400917,ELECTRICAL WIRING HARNESS,36708,1PV541,2.25,0.259,0.0132
A2055400919,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.092,0.0338
A2055400925,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.256,0.01674
A2055400927,ELECTRICAL WIRING HARNESS,710352,1PV541,2.25,9.8,0.83512
A2055400929,ELECTRICAL WIRING HARNESS,33180,1PV541,2.25,0.494,0.026
A2055400931,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.456,0.0624
A2055400934,ELECTRICAL WIRING HARNESS,4266,1PV541,2.25,0.021,0.0126
A2055400936,ELECTRICAL WIRING HARNESS,47376,1PV541,2.25,0.465,0.06936
A2055400938,ELECTRICAL WIRING HARNESS,15120,1PV541,2.25,0.14,0.0156
A2055400941,ELECTRICAL WIRING HARNESS,29076,1PV541,2.25,0.15,0.01425
A2055400942,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400946,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.62,0.06273
A2055400947,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.394,0.0432
A2055400949,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.382,0.0492
A2055400951,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.414,0.0468
A2055400963,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0,0
A2055400965,ELECTRICAL WIRING HARNESS,1248,1PV541,2.25,0.051,0.010925
A2055400966,ELECTRICAL WIRING HARNESS,12186,1PV541,2.25,0.101,0.0072
A2055400971,ELECTRICAL WIRING HARNESS,15402,1PV541,2.25,0.026,0.0036
A2055400997,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.045,0.00396
A2055401000,ELECTRICAL WIRING HARNESS,59892,1PV541,2.25,0.554,0.0578
A2055401002,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.393,0.04158
A2055401010,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.041,0.00567
A2055401015,ELECTRICAL WIRING HARNESS,228768,1PV541,2.25,2.126,0.23161
A2055401019,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.111,0.03864
A2055401020,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0,0
A2055401025,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.239,0.022
A2055401027,ELECTRICAL WIRING HARNESS,802344,1PV541,2.25,12,0.83512
A2055401031,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.481,0.0576
A2055401034,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.07,0.0338
A205540103464,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.07,0.0338
A2055401036,ELECTRICAL WIRING HARNESS,72588,1PV541,2.25,0.594,0.06936
A2055401041,ELECTRICAL WIRING HARNESS,19740,1PV541,2.25,0.155,0.01728
A2055401042,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.427,0.03344
A205540104264,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.431,0.02816
A2055401047,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.391,0.0578
A2055401049,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.405,0.03528
A2055401051,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.433,0.03936
A2055401065,ELECTRICAL WIRING HARNESS,1248,1PV541,2.25,0.053,0.003
A2055401066,ELECTRICAL WIRING HARNESS,12186,1PV541,2.25,0.084,0.00627
A2055401082,ELECTRICAL WIRING HARNESS,236214,1PV541,2.25,1.365,0.0792
A2055401097,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.065,0.0125
A2055401101,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.5,0.08514
A2055401102,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055401104,ELECTRICAL WIRING HARNESS,88620,1PV541,2.25,0.66,0.0936
A2055401110,ELECTRICAL WIRING HARNESS,16164,1PV541,2.25,0.061,0.01188
A2055401115,ELECTRICAL WIRING HARNESS,393774,1PV541,2.25,2.079,0.17138
A2055401120,ELECTRICAL WIRING HARNESS,15024,1PV541,2.25,0,0
A2055401125,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.242,0.00696
A2055401127,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.281,0.03016
A2055401130,ELECTRICAL WIRING HARNESS,281028,1PV541,2.25,3.34,0.23161
A2055401131,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.409,0.0451
A2055401136,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0.462,0.06936
A2055401141,ELECTRICAL WIRING HARNESS,34698,1PV541,2.25,0.31,0.0242
A2055401142,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.482,0.05472
A205540114264,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.46,0.05472
A2055401147,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.41,0.03888
A2055401149,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.399,0.03432
A2055401151,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.44,0.07568
A2055401165,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.06,0.0072
A2055401166,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.04,0.0087
A2055401172,ELECTRICAL WIRING HARNESS,17022,1PV541,2.25,0.029,0.00273
A2055401182,ELECTRICAL WIRING HARNESS,236718,1PV541,2.25,1.909,0.13662
A2055401183,ELECTRICAL WIRING HARNESS,38316,1PV541,2.25,0.187,0.0165
A205540118364,ELECTRICAL WIRING HARNESS,33708,1PV541,2.25,0.187,0.0165
A2055401191,ELECTRICAL WIRING HARNESS,5058,1PV541,2.25,0.09,0.00416
A2055401192,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.069,0.01116
A2055401193,ELECTRICAL WIRING HARNESS,366,1PV541,2.25,0.005,0.0016
A2055401197,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.045,0.0072
A2055401198,ELECTRICAL WIRING HARNESS,11520,1PV541,2.25,0.023,0.0045
A2055401199,ELECTRICAL WIRING HARNESS,11520,1PV541,2.25,0.025,0.0084375
A2055401201,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.557,0.08514
A2055401202,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.555,0.0465
A2055401210,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.075,0.00468
A2055401220,ELECTRICAL WIRING HARNESS,5424,1PV541,2.25,0.104,0.0168
A2055401230,ELECTRICAL WIRING HARNESS,281688,1PV541,2.25,3.472,0.23161
A2055401231,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.429,0.0564
A2055401236,ELECTRICAL WIRING HARNESS,72588,1PV541,2.25,0.594,0.06936
A2055401239,ELECTRICAL WIRING HARNESS,25416,1PV541,2.25,0.431,0.0245
A2055401241,ELECTRICAL WIRING HARNESS,34704,1PV541,2.25,0.321,0.01936
A2055401242,ELECTRICAL WIRING HARNESS,27030,1PV541,2.25,0.389,0.04864
A2055401247,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.41,0.03744
A2055401249,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.421,0.0416
A2055401251,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.462,0.0416
A2055401262,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.573,0.0357
A205540126264,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.573,0.0357
A2055401266,ELECTRICAL WIRING HARNESS,13884,1PV541,2.25,0.046,0.0112
A2055401291,ELECTRICAL WIRING HARNESS,5058,1PV541,2.25,0.104,0.0096
A2055401292,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.079,0.01092
A2055401302,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.508,0.0558
A2055401310,ELECTRICAL WIRING HARNESS,8892,1PV541,2.25,0.014,0.00144
A205540131064,ELECTRICAL WIRING HARNESS,8892,1PV541,2.25,0.014,0.00144
A2055401312,ELECTRICAL WIRING HARNESS,748674,1PV541,2.25,8.1,0.5625
A2055401331,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.476,0.03996
A2055401334,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.188,0.0338
A2055401336,ELECTRICAL WIRING HARNESS,72588,1PV541,2.25,0.543,0.06936
A2055401339,ELECTRICAL WIRING HARNESS,24660,1PV541,2.25,0.578,0.03472
A2055401341,ELECTRICAL WIRING HARNESS,25296,1PV541,2.25,0.051,0.00768
A2055401342,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055401347,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.425,0.0432
A2055401349,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.426,0.0468
A2055401351,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.364,0.03192
A2055401357,ELECTRICAL WIRING HARNESS,209148,1PV541,2.25,1.999,0.09984
A2055401362,ELECTRICAL WIRING HARNESS,53904,1PV541,2.25,0.565,0.0384
A2055401365,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.073,0.008
A2055401366,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.06,0.0116
A2055401372,ELECTRICAL WIRING HARNESS,6960,1PV541,2.25,0.095,0.006
A2055401382,ELECTRICAL WIRING HARNESS,238590,1PV541,2.25,3.295,0.20254
A2055401391,ELECTRICAL WIRING HARNESS,5058,1PV541,2.25,0.093,0.00696
A2055401392,ELECTRICAL WIRING HARNESS,8316,1PV541,2.25,0.037,0.00432
A2055401396,ELECTRICAL WIRING HARNESS,28728,1PV541,2.25,0,0
A2055401410,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.04,0.00528
A2055401412,ELECTRICAL WIRING HARNESS,391902,1PV541,2.25,8.28,0.44955
A2055401414,ELECTRICAL WIRING HARNESS,8892,1PV541,2.25,0.14,0.005115
A2055401418,ELECTRICAL WIRING HARNESS,161502,1PV541,2.25,3.122,0.2652
A2055401420,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.112,0.0405
A2055401425,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.221,0.01575
A2055401431,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.497,0.0585
A2055401436,ELECTRICAL WIRING HARNESS,72588,1PV541,2.25,0.551,0.06936
A2055401439,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.523,0.024
A2055401441,ELECTRICAL WIRING HARNESS,25416,1PV541,2.25,0.226,0.016
A2055401442,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.449,0.04347
A2055401447,ELECTRICAL WIRING HARNESS,70044,1PV541,2.25,0.435,0.0384
A2055401449,ELECTRICAL WIRING HARNESS,31338,1PV541,2.25,0.45,0.0416
A2055401451,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.388,0.03936
A2055401453,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055401457,ELECTRICAL WIRING HARNESS,235500,1PV541,2.25,1.908,0.1287
A2055401462,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.71,0.0384
A2055401472,ELECTRICAL WIRING HARNESS,7398,1PV541,2.25,0.106,0.01058
A2055401482,ELECTRICAL WIRING HARNESS,428118,1PV541,2.25,6.251,0.2652
A2055401492,ELECTRICAL WIRING HARNESS,13884,1PV541,2.25,0.044,0.00792
A2055401510,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.054,0.01122
A2055401514,ELECTRICAL WIRING HARNESS,8892,1PV541,2.25,0.139,0.001464
A2055401516,ELECTRICAL WIRING HARNESS,28764,1PV541,2.25,0.717,0.036
A2055401518,ELECTRICAL WIRING HARNESS,138252,1PV541,2.25,3.272,0.324
A2055401519,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.172,0.0174
A2055401525,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.223,0.01728
A2055401529,ELECTRICAL WIRING HARNESS,20112,1PV541,2.25,0.172,0.0126
A2055401531,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.372,0.0504
A2055401534,ELECTRICAL WIRING HARNESS,19836,1PV541,2.25,0.098,0.0216
A2055401536,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.148,0.0135
A2055401541,ELECTRICAL WIRING HARNESS,76590,1PV541,2.25,0.174,0.0189
A2055401542,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.471,0.03762
A205540154264,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.471,0.03663
A2055401544,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.437,0.03848
A2055401547,ELECTRICAL WIRING HARNESS,70044,1PV541,2.25,0.453,0.0798
A2055401548,ELECTRICAL WIRING HARNESS,32364,1PV541,2.25,0.392,0.0448
A205540154864,ELECTRICAL WIRING HARNESS,32364,1PV541,2.25,0.392,0.0448
A2055401549,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.378,0.03608
A2055401551,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.387,0.03888
A2055401557,ELECTRICAL WIRING HARNESS,394674,1PV541,2.25,1.926,0.17138
A2055401565,ELECTRICAL WIRING HARNESS,1248,1PV541,2.25,0,0
A2055401572,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.064,0.0338
A2055401589,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0,0
A2055401592,ELECTRICAL WIRING HARNESS,13812,1PV541,2.25,0.044,0.01248
A2055401594,ELECTRICAL WIRING HARNESS,67920,1PV541,2.25,0.188,0.0168
A2055401595,RS ELECTRIC LINE,20112,1PV541,2.25,0.024,0.00448
A2055401604,ELECTRICAL WIRING HARNESS,102264,1PV541,2.25,0.355,0.02875
A2055401610,ELECTRICAL WIRING HARNESS,8892,1PV541,2.25,0.04,0.0054
A2055401612,ELECTRICAL WIRING HARNESS,393774,1PV541,2.25,7,0.5
A2055401614,ELECTRICAL WIRING HARNESS,2184,1PV541,2.25,0.015,0.00252
A2055401616,ELECTRICAL WIRING HARNESS,541824,1PV541,2.25,6.559,1.24542
A2055401620,ELECTRICAL WIRING HARNESS,5736,1PV541,2.25,0.102,0.021025
A2055401621,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.152,0.01054
A2055401625,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.24,0.0176
A2055401629,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.303,0.02584
A2055401631,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.407,0.04725
A2055401634,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.108,0.01728
A2055401638,ELECTRICAL WIRING HARNESS,37968,1PV541,2.25,0.375,0.084
A2055401641,ELECTRICAL WIRING HARNESS,67350,1PV541,2.25,0.179,0.01944
A2055401642,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055401644,ELECTRICAL WIRING HARNESS,37752,1PV541,2.25,0.545,0.0468
A205540164464,ELECTRICAL WIRING HARNESS,37752,1PV541,2.25,0.545,0.0468
A2055401647,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.408,0.03456
A2055401648,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.416,0.0308
A2055401649,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.399,0.04536
A2055401651,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.41,0.03276
A2055401657,ELECTRICAL WIRING HARNESS,368664,1PV541,2.25,1.956,0.09984
A2055401665,ELECTRICAL WIRING HARNESS,5244,1PV541,2.25,0,0
A2055401672,ELECTRICAL WIRING HARNESS,14544,1PV541,2.25,0.061,0.0338
A2055401677,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,1.223,0.0525
A2055401692,ELECTRICAL WIRING HARNESS,13920,1PV541,2.25,0.051,0.0063
A2055401694,ELECTRICAL WIRING HARNESS,68268,1PV541,2.25,0.361,0.03024
A2055401695,ELECTRICAL WIRING HARNESS,31338,1PV541,2.25,0.283,0.01176
A2055401696,ELECTRICAL WIRING HARNESS,4314,1PV541,2.25,0.012,0.0016
A2055401712,ELECTRICAL WIRING HARNESS,345726,1PV541,2.25,3,0.105
A2055401714,ELECTRICAL WIRING HARNESS,2112,1PV541,2.25,0.016,0.0027
A2055401716,ELECTRICAL WIRING HARNESS,710352,1PV541,2.25,9.794,0.99441
A2055401719,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.291,0.018
A2055401720,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.07,0.0168
A2055401721,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.139,0.01584
A2055401724,ELECTRICAL WIRING HARNESS,7956,1PV541,2.25,0.02,0.0024
A2055401725,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.24,0.0228
A2055401729,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.306,0.0186
A2055401731,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.388,0.0378
A2055401737,ELECTRICAL WIRING HARNESS,125214,1PV541,2.25,1.215,0.20787
A2055401739,ELECTRICAL WIRING HARNESS,6918,1PV541,2.25,0.033,0.036
A2055401741,ELECTRICAL WIRING HARNESS,67350,1PV541,2.25,0.335,0.02205
A2055401742,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.422,0.04662
A2055401744,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0.583,0.03952
A205540174464,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.583,0.03952
A2055401747,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.428,0.05661
A2055401748,ELECTRICAL WIRING HARNESS,19266,1PV541,2.25,0.329,0.03696
A2055401749,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.4,0.0504
A2055401753,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055401766,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.062,0.00792
A2055401783,ELECTRICAL WIRING HARNESS,18354,1PV541,2.25,0.055,0.0056
A2055401789,ELECTRICAL WIRING HARNESS,16032,1PV541,2.25,0.089,0.009
A2055401794,ELECTRICAL WIRING HARNESS,68160,1PV541,2.25,0.287,0.0256
A2055401812,ELECTRICAL WIRING HARNESS,345726,1PV541,2.25,1.918,0.114
A2055401816,ELECTRICAL WIRING HARNESS,710352,1PV541,2.25,9.548,0.99441
A2055401818,ELECTRICAL WIRING HARNESS,25416,1PV541,2.25,0.455,0.07688
A2055401819,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.298,0.018225
A2055401820,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.115,0.0405
A2055401821,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.103,0.01404
A2055401831,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.388,0.0486
A2055401834,ELECTRICAL WIRING HARNESS,19428,1PV541,2.25,0.138,0.02184
A2055401837,ELECTRICAL WIRING HARNESS,124074,1PV541,2.25,0.85,0.13728
A2055401838,ELECTRICAL WIRING HARNESS,59574,1PV541,2.25,0.302,0.02688
A2055401839,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.26,0.02275
A2055401841,ELECTRICAL WIRING HARNESS,76758,1PV541,2.25,0.345,0.0242
A2055401842,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.453,0.04368
A2055401844,ELECTRICAL WIRING HARNESS,36876,1PV541,2.25,0.446,0.03822
A2055401847,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.426,0.0481
A2055401848,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.354,0.03444
A2055401849,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.418,0.0468
A2055401857,ELECTRICAL WIRING HARNESS,284004,1PV541,2.25,3.297,0.27744
A2055401866,ELECTRICAL WIRING HARNESS,17814,1PV541,2.25,0.037,0.0036
A2055401872,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.074,0.015
A2055401894,ELECTRICAL WIRING HARNESS,68106,1PV541,2.25,0.304,0.02166
A2055401897,ELECTRICAL WIRING HARNESS,4806,1PV541,2.25,0.044,0.00504
A2055401900,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.187,0.027
A205540190064,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.199,0.0204
A2055401916,ELECTRICAL WIRING HARNESS,710352,1PV541,2.25,10.15,0.99104
A2055401918,ELECTRICAL WIRING HARNESS,23742,1PV541,2.25,0.55,0.0195
A2055401920,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.085,0.00784
A2055401921,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.079,0.00936
